interval_seconds,ycsb_ops,kmeans_ops,bank_ops,total_ops_interval,cpu_utilization,memory_utilization,core_count,threads_per_core,evict_threshold,cache_hit,sst_count,total_ops_cumulative,request_total,memory_utilization_normalized
5,0,400,0,358,46.96,86.21,7,1,386000,15278975,0,129029,400,1.0
5,0,400,0,395,46.79,86.26,7,1,386000,15504643,0,131002,400,1.0
5,0,400,0,404,46.08,86.31,7,1,386000,15732163,0,133023,400,1.0
5,0,396,0,385,46.84,86.16,7,1,386000,15959551,0,134948,396,1.0
5,0,400,0,371,46.24,86.07,7,1,386000,16183650,0,136803,400,1.0
5,0,400,0,324,46.43,86.13,7,1,386000,16398152,0,138426,400,1.0
5,0,396,0,382,40.69,86.09,8,1,386000,16620872,0,140337,396,1.0
5,0,400,0,384,41.34,86.12,8,1,386000,16843694,0,142257,400,1.0
5,0,400,0,386,41.28,86.14,8,1,386000,17070843,0,144187,400,1.0
5,0,396,0,398,41.89,86.16,8,1,386000,17298155,0,146179,396,1.0
5,0,400,0,368,41.35,86.05,8,1,386000,17520892,0,148021,400,1.0
5,0,396,0,379,41.98,86.08,8,1,386000,17745950,0,149918,396,1.0
5,0,400,0,357,41.93,85.9,8,1,386000,17969053,0,151753,400,1.0
5,0,400,0,399,41.33,85.85,8,1,386000,18195139,0,153699,400,1.0
5,0,396,0,384,41.5,85.85,8,1,386000,18419583,0,155622,396,1.0
5,0,400,0,366,41.43,85.81,8,1,386000,18642157,0,157481,400,1.0
5,0,400,0,397,41.42,85.9,8,1,386000,18868978,0,159441,400,1.0
5,0,400,0,352,41.44,85.94,8,1,386000,19089528,0,161205,400,1.0
5,0,396,0,371,36.63,85.84,9,1,386000,19312410,0,163061,396,1.0
5,0,400,0,387,38.38,86.39,9,1,386000,19542287,0,164998,400,1.0
5,0,396,0,377,37.79,86.38,9,1,386000,19765398,0,166883,396,1.0
5,0,400,0,351,37.72,86.4,9,1,386000,19987758,0,168642,400,1.0
5,0,400,0,370,38.09,86.43,9,1,386000,20210909,0,170492,400,1.0
5,0,396,0,338,38.27,85.8,9,1,386000,20426340,0,172185,396,1.0
5,0,400,0,409,37.88,85.93,9,1,386000,20654865,0,174234,400,1.0
5,0,396,0,369,38.01,85.99,9,1,386000,20876172,0,176080,396,1.0
5,0,400,0,384,38.0,86.04,9,1,386000,21099680,0,178002,400,1.0
5,0,400,0,398,37.94,86.02,9,1,386000,21327027,0,179995,400,1.0
5,0,396,0,371,37.89,86.18,9,1,386000,21547833,0,181851,396,1.0
5,0,400,0,366,38.58,86.21,9,1,386000,21765818,0,183685,400,1.0
5,0,396,0,392,34.63,86.24,10,1,386000,21990584,0,185649,396,1.0
5,0,400,0,406,35.19,86.19,10,1,386000,22223122,0,187681,400,1.0
5,0,396,0,379,35.08,86.11,10,1,386000,22444954,0,189580,396,1.0
5,0,400,0,418,35.04,86.22,10,1,386000,22676722,0,191671,400,1.0
5,0,400,0,337,34.62,86.18,10,1,386000,22894495,0,193356,400,1.0
5,0,396,0,387,35.36,86.15,10,1,386000,23123614,0,195294,396,1.0
5,0,400,0,360,34.96,86.04,10,1,386000,23347377,0,197097,400,1.0
5,0,396,0,396,34.71,86.09,10,1,386000,23572377,0,199078,396,1.0
5,0,400,0,401,35.29,85.99,10,1,386000,23802850,0,201090,400,1.0
5,0,400,0,374,34.38,85.91,10,1,386000,24029022,0,202956,400,1.0
5,0,396,0,402,34.8,86.07,10,1,386000,24254987,0,204970,396,1.0
5,0,400,0,387,34.63,86.04,10,1,386000,24478554,0,206909,400,1.0
5,0,396,0,362,31.27,86.02,11,1,386000,24698991,0,208720,396,1.0
5,0,400,0,407,32.46,85.97,11,1,386000,24932771,0,210755,400,1.0
5,0,396,0,368,32.16,85.9,11,1,386000,25154159,0,212595,396,1.0
5,0,400,0,397,32.01,85.9,11,1,386000,25381427,0,214581,400,1.0
5,0,400,0,378,31.97,85.89,11,1,386000,25605294,0,216474,400,1.0
5,0,396,0,372,31.98,85.94,11,1,386000,25828808,0,218339,396,1.0
5,0,400,0,375,31.81,86.05,11,1,386000,26049590,0,220216,400,1.0
5,0,396,0,378,32.14,86.06,11,1,386000,26273886,0,222106,396,1.0
5,0,400,0,375,31.89,86.01,11,1,386000,26497786,0,223984,400,1.0
5,0,396,0,377,31.33,86.06,11,1,386000,26718772,0,225873,396,1.0
5,0,400,0,335,31.94,85.99,11,1,386000,26935086,0,227549,400,1.0
5,0,400,0,392,31.66,85.94,11,1,386000,27165218,0,229511,400,1.0
5,0,396,0,395,29.31,86.01,12,1,386000,27392819,0,231488,396,1.0
5,0,400,0,353,29.02,85.95,12,1,386000,27609928,0,233254,400,1.0
5,0,396,0,421,28.17,86.01,12,1,386000,27842678,0,235361,396,1.0
5,0,400,0,385,29.33,85.97,12,1,386000,28066324,0,237289,400,1.0
5,0,396,0,374,29.03,86.07,12,1,386000,28286200,0,239163,396,1.0
5,0,400,0,377,29.63,86.04,12,1,386000,28514054,0,241051,400,1.0
5,0,396,0,362,29.35,85.92,12,1,386000,28738607,0,242863,396,1.0
